841682166	Livros Fiscais - Rotinas que serão descontinuadas em 2024
635558729	Livros Oficiais - Fiscal - P12
570367508	Localizaciones - Fiscal - P12
691445494	MATA930 - Reprocessamento - Rotinas Automáticas
706119376	MATA930 - Reprocessamento dos Livros Fiscais
514445940	Menu do Módulo - Fiscal - P12
270923448	Miscelânea - Fiscal - P12
654106548	Movimentos - Fiscal - P12
991865200	Novas Apurações
270094017	Outras Ações - Fiscal - P12
653143958	Outras Configurações - Fiscal - P12
784782255	Pacotes Classificação Tributária - Fiscal - P12
702350606	PARÂMETROS - Outras Configurações
570045532	PISCOF - Configuração do campo F4_PISCRED
513414990	Pontos de Entrada - Fiscal - P12
594429504	Projetos Squad´s Fiscais
270923451	Relatórios - Fiscal - P12
635556853	Relatórios Outros Países - Fiscal P12
977833248	RETAIL - Backoffice
1063922688	Rotinas que serão descontinuadas em 12/2026
1022391493	Smart View - Agente fiscal por imposto - ARG
1036752243	Smart View - Archivos Distritales - COL
1023292552	Smart View - Auxiliar de Impostos - Colômbia
1023292617	Smart View - DIOT (DECLARAÇÃO INFORMATIVA DE OPERAÇÕES COM TERCEIROS)- MEX
1023292647	Smart View - Empresas por zona fiscal - ARGl - ARG
789996667	Smart View - Libro Fiscal de Compra y Ventas - Paraguay
793804915	Smart View - Livros fiscais de vendas - Argentina
1023292691	Smart View - Lucros Fundo cooperativo - Argentina
759937508	SmartView - Fiscal
790641437	Smartview - Fiscal - P12 - Consultas
634514052	Sped - Fiscal - P12
706118700	TES - Configuração de TES para Uso/Consumo (CFOP 1556)
706118422	TES - Configuração para ICMS Dispensado
